1;2498.0;1420.0;539;0;
1;2238.0;1190.0;524;0;
1;2220.0;1150.0;535;0;
1;2212.0;1190.0;511;0;
1;2170.0;890.0;640;0;
1;2100.0;1270.0;415;0;
1;2078.0;990.0;544;0;
1;2056.0;1240.0;408;0;
1;2052.0;1060.0;496;0;
1;2042.0;1100.0;471;0;
2;2676.0;1480.0;598;0;
2;2502.0;1210.0;646;0;
2;2502.0;1500.0;501;0;
2;2470.0;1380.0;545;0;
2;2440.0;1360.0;540;0;
2;2372.0;1300.0;536;0;
2;2348.0;1380.0;484;0;
2;2296.0;1250.0;523;0;
2;2256.0;1280.0;488;0;
2;2246.0;1120.0;563;0;
3;2576.0;1240.0;668;0;
3;2502.0;1290.0;606;0;
3;2472.0;1410.0;531;0;
3;2434.0;1100.0;667;0;
3;2434.0;1320.0;557;0;
3;2416.0;1230.0;593;0;
3;2406.0;1360.0;523;0;
3;2390.0;1290.0;550;0;
3;2374.0;1360.0;507;0;
3;2362.0;1250.0;556;0;
4;2530.0;1330.0;600;0;
4;2530.0;1420.0;555;0;
4;2460.0;1410.0;525;0;
4;2344.0;1380.0;482;0;
4;2316.0;1360.0;478;0;
4;2316.0;1240.0;538;0;
4;2288.0;1160.0;564;0;
4;2268.0;1300.0;484;0;
4;2264.0;1110.0;577;0;
4;2260.0;1360.0;450;0;
5;2810.0;1530.0;640;0;
5;2698.0;1440.0;629;0;
5;2604.0;1270.0;667;0;
5;2552.0;1350.0;601;0;
5;2522.0;1320.0;601;0;
5;2478.0;1420.0;529;0;
5;2458.0;1150.0;654;0;
5;2410.0;1360.0;525;0;
5;2400.0;1290.0;555;0;
5;2374.0;1240.0;567;0;
6;2726.0;1530.0;598;0;
6;2710.0;1410.0;650;0;
6;2546.0;1440.0;553;0;
6;2476.0;1380.0;548;0;
6;2344.0;1290.0;527;0;
6;2288.0;1220.0;534;0;
6;2288.0;1220.0;534;0;
6;2272.0;1320.0;476;0;
6;2260.0;1300.0;480;0;
6;2254.0;1280.0;487;0;
7;2688.0;1440.0;624;0;
7;2538.0;1240.0;649;0;
7;2470.0;1320.0;575;0;
7;2388.0;1150.0;619;0;
7;2318.0;1210.0;554;0;
7;2314.0;1250.0;532;0;
7;2304.0;1280.0;512;0;
7;2304.0;1300.0;502;0;
7;2282.0;1300.0;491;0;
7;2270.0;1190.0;540;0;
8;2682.0;1330.0;676;0;
8;2592.0;1410.0;591;0;
8;2556.0;1350.0;603;0;
8;2526.0;1320.0;603;0;
8;2440.0;1390.0;525;0;
8;2416.0;1360.0;528;0;
8;2388.0;1340.0;524;0;
8;2362.0;1300.0;531;0;
8;2356.0;1360.0;498;0;
8;2342.0;1300.0;521;0;
9;2606.0;1420.0;593;0;
9;2520.0;1320.0;600;0;
9;2394.0;1300.0;547;0;
9;2376.0;1300.0;538;0;
9;2366.0;1360.0;503;0;
9;2356.0;1240.0;558;0;
9;2354.0;1380.0;487;0;
9;2342.0;1270.0;536;0;
9;2276.0;1220.0;528;0;
9;2276.0;1270.0;503;0;
10;2650.0;1390.0;630;0;
10;2602.0;1300.0;651;0;
10;2522.0;1420.0;551;0;
10;2468.0;1400.0;534;0;
10;2456.0;1340.0;558;0;
10;2438.0;1240.0;599;0;
10;2384.0;1440.0;472;0;
10;2352.0;1420.0;466;0;
10;2348.0;1420.0;464;0;
10;2308.0;1240.0;534;0;
11;2718.0;1510.0;604;0;
11;2668.0;1330.0;669;0;
11;2656.0;1450.0;603;0;
11;2560.0;1380.0;590;0;
11;2522.0;1370.0;576;0;
11;2494.0;1380.0;557;0;
11;2408.0;1190.0;609;0;
11;2380.0;1160.0;610;0;
11;2324.0;1380.0;472;0;
11;2310.0;1360.0;475;0;
12;2720.0;1540.0;590;0;
12;2696.0;1500.0;598;0;
12;2678.0;1450.0;614;0;
12;2678.0;1530.0;574;0;
12;2642.0;1390.0;626;0;
12;2454.0;1140.0;657;0;
12;2380.0;1300.0;540;0;
12;2368.0;1420.0;474;0;
12;2326.0;1240.0;543;0;
12;2288.0;1200.0;544;0;
13;2608.0;1280.0;664;0;
13;2564.0;1560.0;502;0;
13;2470.0;1400.0;535;0;
13;2382.0;1400.0;491;0;
13;2288.0;1330.0;479;0;
13;2272.0;1300.0;486;0;
13;2270.0;1270.0;500;0;
13;2244.0;1150.0;547;0;
13;2240.0;1360.0;440;0;
13;2228.0;1220.0;504;0;
14;2748.0;1470.0;639;0;
14;2716.0;1590.0;563;0;
14;2704.0;1420.0;642;0;
14;2628.0;1470.0;579;0;
14;2608.0;1400.0;604;0;
14;2572.0;1410.0;581;0;
14;2528.0;1320.0;604;0;
14;2488.0;1310.0;589;0;
14;2478.0;1190.0;644;0;
14;2478.0;1230.0;624;0;
15;2892.0;1570.0;661;0;
15;2832.0;1560.0;636;0;
15;2738.0;1380.0;679;0;
15;2614.0;1390.0;612;0;
15;2606.0;1420.0;593;0;
15;2598.0;1450.0;574;0;
15;2568.0;1370.0;599;0;
15;2442.0;1420.0;511;0;
15;2426.0;1420.0;503;0;
15;2402.0;1310.0;546;0;
16;2780.0;1500.0;640;0;
16;2676.0;1330.0;673;0;
16;2660.0;1470.0;595;0;
16;2620.0;1460.0;580;0;
16;2568.0;1390.0;589;0;
16;2486.0;1420.0;533;0;
16;2396.0;1420.0;488;0;
16;2354.0;1280.0;537;0;
16;2294.0;1200.0;547;0;
16;2268.0;1340.0;464;0;
17;2806.0;1500.0;653;0;
17;2782.0;1480.0;651;0;
17;2746.0;1440.0;653;0;
17;2672.0;1390.0;641;0;
17;2648.0;1360.0;644;0;
17;2618.0;1340.0;639;0;
17;2616.0;1390.0;613;0;
17;2498.0;1190.0;654;0;
17;2474.0;1240.0;617;0;
17;2426.0;1170.0;628;0;
18;2848.0;1570.0;639;0;
18;2808.0;1470.0;669;0;
18;2746.0;1410.0;668;0;
18;2710.0;1500.0;605;0;
18;2710.0;1570.0;570;0;
